document_ids,sentence_ids,sentences,event_type_ids,words,unique_words,entities,message_ids
f5c2cdbb1be243b4404747e1f776d754,4,"By the time it ended, California had gone from a thinly populated ex-Mexican territory, to having one of its first two U.S.",61,"['time', 'end', 'California', 'go', 'thinly', 'populate', 'exmexican', 'territory', 'one', 'first', 'two', 'US']","['populate', 'time', 'two', 'California', 'thinly', 'one', 'first', 'US', 'exmexican', 'go', 'end', 'territory']","[('California', 'GPE'), ('ex-Mexican', 'NORP'), ('two', 'CARDINAL'), ('U.S.', 'GPE')]",f5c2cdbb1be243b4404747e1f776d754_4
f5c2cdbb1be243b4404747e1f776d754,13,"Roads, churches, schools and other towns were built throughout California.",44,"['road', 'church', 'school', 'town', 'build', 'throughout', 'California']","['California', 'throughout', 'church', 'road', 'build', 'town', 'school']","[('California', 'GPE')]",f5c2cdbb1be243b4404747e1f776d754_13
f5c2cdbb1be243b4404747e1f776d754,16,"In September 1850, California became a state.",126,"['September', 'California', 'become', 'state']","['become', 'September', 'state', 'California']","[('September 1850', 'DATE'), ('California', 'GPE')]",f5c2cdbb1be243b4404747e1f776d754_16
f5c2cdbb1be243b4404747e1f776d754,21,"By 1869, railroads were built from California to the eastern United States.",44,"['railroad', 'build', 'California', 'eastern', 'United', 'States']","['States', 'United', 'railroad', 'California', 'eastern', 'build']","[('1869', 'DATE'), ('California', 'GPE'), ('United States', 'GPE')]",f5c2cdbb1be243b4404747e1f776d754_21
f5c2cdbb1be243b4404747e1f776d754,8,"Outside of California, the first to arrive were from Oregon, the Sandwich Islands (Hawaii), and Latin America in late 1848.",6,"['outside', 'California', 'first', 'arrive', 'Oregon', 'Sandwich', 'Islands', 'Hawaii', 'Latin', 'America', 'late']","['Sandwich', 'arrive', 'Oregon', 'Hawaii', 'California', 'Latin', 'first', 'America', 'late', 'outside', 'Islands']","[('California', 'GPE'), ('first', 'ORDINAL'), ('Oregon', 'GPE'), ('the Sandwich Islands', 'GPE'), ('Hawaii', 'GPE'), ('Latin America', 'LOC'), ('late 1848', 'DATE')]",f5c2cdbb1be243b4404747e1f776d754_8
f5c2cdbb1be243b4404747e1f776d754,12,"San Francisco grew from a small settlement of about 200 residents in 1846 to a boomtown of about 36,000 by 1852.",63,"['San', 'Francisco', 'grow', 'small', 'settlement', 'resident', 'boomtown']","['small', 'settlement', 'resident', 'Francisco', 'San', 'boomtown', 'grow']","[('San Francisco', 'GPE'), ('about 200', 'CARDINAL'), ('1846', 'DATE'), ('about 36,000', 'CARDINAL'), ('1852', 'DATE')]",f5c2cdbb1be243b4404747e1f776d754_12
f5c2cdbb1be243b4404747e1f776d754,11,Agriculture and ranching expanded throughout the state to meet the needs of the settlers.,63,"['agriculture', 'ranching', 'expand', 'throughout', 'state', 'meet', 'need', 'settler']","['agriculture', 'meet', 'settler', 'need', 'ranching', 'throughout', 'state', 'expand']",[],f5c2cdbb1be243b4404747e1f776d754_11
f5c2cdbb1be243b4404747e1f776d754,14,In 1849 a state constitution was written.,36,"['state', 'constitution', 'write']","['constitution', 'write', 'state']","[('1849', 'DATE')]",f5c2cdbb1be243b4404747e1f776d754_14
f5c2cdbb1be243b4404747e1f776d754,6,The effects of the Gold Rush were substantial.,16,"['effect', 'Gold', 'Rush', 'substantial']","['substantial', 'effect', 'Rush', 'Gold']",[],f5c2cdbb1be243b4404747e1f776d754_6
07ee88ae17abb6e129b892eb5e1c6bd4,5,Disco sparked a backlash from rock music fans.,5,"['Disco', 'spark', 'backlash', 'rock', 'music', 'fan']","['fan', 'rock', 'spark', 'Disco', 'backlash', 'music']","[('Disco', 'ORG')]",07ee88ae17abb6e129b892eb5e1c6bd4_5
07ee88ae17abb6e129b892eb5e1c6bd4,4,"In the late 1970s, dance-oriented disco music was popular in the United States, particularly after being featured in hit films such as ""Saturday Night Fever"" (1977).",10,"['late', '1970', 'danceoriented', 'disco', 'music', 'popular', 'United', 'States', 'paicularly', 'feature', 'hit', 'film', 'Saturday', 'Night', 'Fever']","['Saturday', 'States', 'United', 'hit', 'film', '1970', 'popular', 'paicularly', 'feature', 'disco', 'Night', 'late', 'music', 'Fever', 'danceoriented']","[('the late 1970s', 'DATE'), ('the United States', 'GPE'), ('Saturday Night', 'WORK_OF_ART'), ('1977', 'DATE')]",07ee88ae17abb6e129b892eb5e1c6bd4_4
54995af8da07c1b490d9a5ccd5df9d73,13,One of the F-15Es fired an AIM-9 Sidewinder when the MiG locked him up but missed.,71,"['one', 'F15Es', 'fire', 'AIM9', 'Sidewinder', 'MiG', 'lock', 'miss']","['lock', 'one', 'F15Es', 'fire', 'AIM9', 'Sidewinder', 'MiG', 'miss']","[('One', 'CARDINAL'), ('AIM-9 Sidewinder', 'ORG'), ('MiG', 'ORG')]",54995af8da07c1b490d9a5ccd5df9d73_13
54995af8da07c1b490d9a5ccd5df9d73,23,"As he went down he pulled up to avoid the ground, the Mirage followed him through, but did not pull up in time and crashed.",10,"['go', 'pull', 'avoid', 'ground', 'Mirage', 'follow', 'pull', 'time', 'crash']","['ground', 'time', 'pull', 'avoid', 'go', 'Mirage', 'follow', 'crash']","[('Mirage', 'ORG')]",54995af8da07c1b490d9a5ccd5df9d73_23
54995af8da07c1b490d9a5ccd5df9d73,30,"Another similar incident occurred with the same Iraqi interceptor several minutes later, this F-111 also made it back to base despite the severe damage to the aircraft.",5,"['another', 'similar', 'incident', 'occur', 'iraqi', 'interceptor', 'several', 'minute', 'later', 'F111', 'also', 'make', 'back', 'base', 'despite', 'severe', 'damage', 'aircraft']","['iraqi', 'severe', 'interceptor', 'incident', 'several', 'despite', 'F111', 'base', 'aircraft', 'also', 'another', 'similar', 'damage', 'back', 'minute', 'later', 'occur', 'make']","[('Iraqi', 'NORP'), ('several minutes later', 'TIME')]",54995af8da07c1b490d9a5ccd5df9d73_30
54995af8da07c1b490d9a5ccd5df9d73,32,"An Iraqi MiG-29 struck an F-111 aircraft with an R60 missile, though the sturdy F-111 stayed airworthy.",118,"['iraqi', 'MiG29', 'strike', 'F111', 'aircraft', 'r60', 'missile', 'though', 'sturdy', 'F111', 'stay', 'airwohy']","['iraqi', 'sturdy', 'airwohy', 'aircraft', 'F111', 'MiG29', 'though', 'missile', 'stay', 'r60', 'strike']","[('Iraqi', 'NORP'), ('R60', 'ORG')]",54995af8da07c1b490d9a5ccd5df9d73_32
54995af8da07c1b490d9a5ccd5df9d73,38,"The two MiGs and F-15s flew straight at each other, each attempting to visually identify the other.",10,"['two', 'MiGs', 'F15s', 'fly', 'straight', 'attempt', 'visually', 'identify']","['MiGs', 'two', 'straight', 'fly', 'F15s', 'identify', 'attempt', 'visually']","[('two', 'CARDINAL'), ('MiGs', 'NORP')]",54995af8da07c1b490d9a5ccd5df9d73_38
54995af8da07c1b490d9a5ccd5df9d73,53,"Fearing that Rodriguez would obtain infra-red lock-on and shoot him down with an AIM-9, Sayhood attempted to disengage using a split-s. Rodriguez didn't follow Sayhood's manoeuver, and observed him eject just prior to his MiG impacting the ground - he'd commenced his escape maneuver too low.",58,"['fear', 'Rodriguez', 'would', 'obtain', 'infrared', 'lockon', 'shoot', 'AIM9', 'Sayhood', 'attempt', 'disengage', 'use', 'split', 'Rodriguez', 'do', 'not', 'follow', 'Sayhoods', 'manoeuver', 'observe', 'eject', 'prior', 'MiG', 'impact', 'ground', '-PRON-', 'would', 'commence', 'escape', 'maneuver', 'low']","['impact', 'use', 'Sayhood', 'manoeuver', 'would', '-PRON-', 'ground', 'follow', 'disengage', 'observe', 'eject', 'shoot', 'prior', 'do', 'lockon', 'maneuver', 'obtain', 'fear', 'Sayhoods', 'AIM9', 'low', 'Rodriguez', 'MiG', 'commence', 'infrared', 'escape', 'attempt', 'not', 'split']","[('Rodriguez', 'PERSON'), ('AIM-9', 'GPE'), ('Sayhood', 'ORG'), ('Rodriguez', 'PERSON'), ('Sayhood', 'ORG'), ('MiG', 'ORG')]",54995af8da07c1b490d9a5ccd5df9d73_53
54995af8da07c1b490d9a5ccd5df9d73,4,"Later on the same night, an F-15C scored a double-kill against two Mirages with AIM-7 Sparrow missile.",58,"['later', 'night', 'f15c', 'score', 'doublekill', 'two', 'Mirages', 'AIM7', 'Sparrow', 'missile']","['two', 'f15c', 'Mirages', 'AIM7', 'missile', 'night', 'Sparrow', 'score', 'later', 'doublekill']","[('the same night', 'TIME'), ('two', 'CARDINAL'), ('AIM-7 Sparrow', 'FAC')]",54995af8da07c1b490d9a5ccd5df9d73_4
54995af8da07c1b490d9a5ccd5df9d73,5,"His wingman scored another kill on a third Mirage F1, for a total of three kills in the dogfight.",58,"['wingman', 'score', 'another', 'kill', 'third', 'Mirage', 'F1', 'total', 'three', 'kill', 'dogfight']","['kill', 'dogfight', 'wingman', 'total', 'third', 'three', 'another', 'F1', 'Mirage', 'score']","[('third', 'ORDINAL'), ('Mirage', 'ORG'), ('F1', 'PRODUCT'), ('three', 'CARDINAL')]",54995af8da07c1b490d9a5ccd5df9d73_5
54995af8da07c1b490d9a5ccd5df9d73,6,"On the first night of the war, two F/A-18s from the carrier were flying outside of Baghdad when two Iraqi MiG-25PDs interceptors from the 96th Squadron engaged them.",10,"['first', 'night', 'war', 'two', 'fa18s', 'carrier', 'fly', 'outside', 'Baghdad', 'two', 'Iraqi', 'MiG25PDs', 'interceptor', '96th', 'Squadron', 'engage']","['Baghdad', '96th', 'two', 'interceptor', 'carrier', 'first', 'fly', 'Squadron', 'engage', 'night', 'war', 'MiG25PDs', 'fa18s', 'Iraqi', 'outside']","[('the first night', 'TIME'), ('two', 'CARDINAL'), ('F/A-18s', 'ORG'), ('Baghdad', 'GPE'), ('two', 'CARDINAL'), ('Iraqi', 'NORP'), ('the 96th Squadron', 'ORG')]",54995af8da07c1b490d9a5ccd5df9d73_6
54995af8da07c1b490d9a5ccd5df9d73,8,"The pilot, Lieutenant Commander Scott Speicher, was killed.",20,"['pilot', 'Lieutenant', 'Commander', 'Scott', 'Speicher', 'kill']","['kill', 'Commander', 'Lieutenant', 'pilot', 'Speicher', 'Scott']","[('Scott Speicher', 'PERSON')]",54995af8da07c1b490d9a5ccd5df9d73_8
54995af8da07c1b490d9a5ccd5df9d73,11,On the opening night of the war two Iraqi MiG-29s attempted to engage a flight of USAF F-15Es.,102,"['open', 'night', 'war', 'two', 'iraqi', 'MiG29s', 'attempt', 'engage', 'flight', 'USAF', 'F15Es']","['iraqi', 'two', 'MiG29s', 'flight', 'F15Es', 'engage', 'night', 'war', 'attempt', 'USAF', 'open']","[('the opening night', 'TIME'), ('two', 'CARDINAL'), ('Iraqi', 'NORP'), ('USAF', 'ORG')]",54995af8da07c1b490d9a5ccd5df9d73_11
54995af8da07c1b490d9a5ccd5df9d73,14,Several other F-15Es simultaneously tried to engage the lone MiG-29 but were unable to get the kill.,20,"['several', 'F15Es', 'simultaneously', 'try', 'engage', 'lone', 'MiG29', 'unable', 'get', 'kill']","['kill', 'MiG29', 'F15Es', 'engage', 'unable', 'get', 'try', 'lone', 'several', 'simultaneously']",[],54995af8da07c1b490d9a5ccd5df9d73_14
54995af8da07c1b490d9a5ccd5df9d73,19,Denton executed a tight turn while Brandon launched chaff to avoid missiles fired by the Mirage.,71,"['Denton', 'execute', 'tight', 'turn', 'Brandon', 'launch', 'chaff', 'avoid', 'missile', 'fire', 'Mirage']","['Brandon', 'chaff', 'missile', 'fire', 'launch', 'turn', 'tight', 'avoid', 'Denton', 'Mirage', 'execute']","[('Denton', 'PERSON'), ('Brandon', 'PERSON'), ('Mirage', 'ORG')]",54995af8da07c1b490d9a5ccd5df9d73_19
54995af8da07c1b490d9a5ccd5df9d73,31,This is Iraq's only success of the Arab Gulf War using MiG-23s.,28,"['iraqs', 'success', 'Arab', 'Gulf', 'War', 'use', 'MiG23s']","['use', 'MiG23s', 'success', 'iraqs', 'Gulf', 'War', 'Arab']","[('Iraq', 'GPE'), ('the Arab Gulf War', 'EVENT'), ('MiG-23s', 'PRODUCT')]",54995af8da07c1b490d9a5ccd5df9d73_31
54995af8da07c1b490d9a5ccd5df9d73,35,One was destroyed by Captain Rick Tuleni and the second by Captain Larry Pitts.,12,"['one', 'destroy', 'Captain', 'Rick', 'Tuleni', 'second', 'Captain', 'Larry', 'Pitts']","['Pitts', 'one', 'Larry', 'Tuleni', 'Captain', 'second', 'Rick', 'destroy']","[('One', 'CARDINAL'), ('Rick Tuleni', 'PERSON'), ('second', 'ORDINAL'), ('Larry Pitts', 'PERSON')]",54995af8da07c1b490d9a5ccd5df9d73_35
54995af8da07c1b490d9a5ccd5df9d73,46,Underhill initially thought he shot down an allied aircraft.,71,"['Underhill', 'initially', 'think', 'shoot', 'allied', 'aircraft']","['initially', 'aircraft', 'think', 'allied', 'shoot', 'Underhill']","[('Underhill', 'ORG')]",54995af8da07c1b490d9a5ccd5df9d73_46
54995af8da07c1b490d9a5ccd5df9d73,0,"In the Gulf War of 1990–1991, when the Coalition intervened, they faced the world's fourth largest air force to combat.",105,"['Gulf', 'War', '1990–1991', 'Coalition', 'intervene', 'face', 'world', 'fouh', 'large', 'air', 'force', 'combat']","['large', 'Coalition', 'fouh', 'combat', 'air', 'face', '1990–1991', 'force', 'world', 'Gulf', 'intervene', 'War']","[('the Gulf War of 1990–1991', 'EVENT'), ('Coalition', 'ORG'), ('fourth', 'ORDINAL')]",54995af8da07c1b490d9a5ccd5df9d73_0
54995af8da07c1b490d9a5ccd5df9d73,52,"Both aircraft lost altitude through the sustained hard turning, bringing them perilously close to the ground.",126,"['aircraft', 'lose', 'altitude', 'sustain', 'hard', 'turn', 'bring', 'perilously', 'close', 'ground']","['aircraft', 'altitude', 'hard', 'close', 'lose', 'turn', 'bring', 'perilously', 'sustain', 'ground']",[],54995af8da07c1b490d9a5ccd5df9d73_52
54995af8da07c1b490d9a5ccd5df9d73,56,Two F-15Cs destroyed two Mirage F1s with AIM-7 missiles.,12,"['two', 'F15Cs', 'destroy', 'two', 'Mirage', 'F1s', 'AIM7', 'missile']","['two', 'F15Cs', 'AIM7', 'F1s', 'missile', 'Mirage', 'destroy']","[('Two', 'CARDINAL'), ('two', 'CARDINAL'), ('Mirage', 'ORG')]",54995af8da07c1b490d9a5ccd5df9d73_56
0b6f831feed9b82c0360d3cb55102216,9,Cho had previously been diagnosed with a severe anxiety disorder.,18,"['Cho', 'previously', 'diagnose', 'severe', 'anxiety', 'disorder']","['diagnose', 'anxiety', 'severe', 'Cho', 'disorder', 'previously']","[('Cho', 'ORG')]",0b6f831feed9b82c0360d3cb55102216_9
0b6f831feed9b82c0360d3cb55102216,4,It is the deadliest school shooting in the history of the United States.,71,"['deadly', 'school', 'shoot', 'history', 'United', 'States']","['States', 'United', 'history', 'shoot', 'deadly', 'school']","[('the United States', 'GPE')]",0b6f831feed9b82c0360d3cb55102216_4
0b6f831feed9b82c0360d3cb55102216,18,The Virginia Tech Review Panel is a state-appointed body that was assigned to review the incident.,25,"['Virginia', 'Tech', 'Review', 'Panel', 'stateappointe', 'body', 'assign', 'review', 'incident']","['stateappointe', 'Virginia', 'incident', 'Tech', 'review', 'Panel', 'assign', 'body', 'Review']","[('The Virginia Tech Review Panel', 'ORG')]",0b6f831feed9b82c0360d3cb55102216_18
0b6f831feed9b82c0360d3cb55102216,12,"Because of federal privacy laws, Virginia Tech was unaware of Cho's previous diagnosis or the accommodations he had been granted at school.",68,"['federal', 'privacy', 'law', 'Virginia', 'Tech', 'unaware', 'Chos', 'previous', 'diagnosis', 'accommodation', 'grant', 'school']","['federal', 'previous', 'Virginia', 'privacy', 'Tech', 'accommodation', 'diagnosis', 'Chos', 'grant', 'unaware', 'law', 'school']","[('Virginia Tech', 'ORG'), ('Cho', 'PERSON')]",0b6f831feed9b82c0360d3cb55102216_12
1cbb495cbfcee19086c959fcdc35b69c,0,"A radiation accident occurred in Samut Prakan Province, Thailand in January–February 2000.",29,"['radiation', 'accident', 'occur', 'Samut', 'Prakan', 'Province', 'Thailand', 'January', '–', 'February']","['radiation', 'January', 'February', 'Samut', 'Thailand', 'Prakan', 'Province', '–', 'occur', 'accident']","[('Samut Prakan Province', 'GPE'), ('Thailand', 'GPE'), ('January–February 2000', 'DATE')]",1cbb495cbfcee19086c959fcdc35b69c_0
9f4f1c4d2a5312c3f230a5d9fed4d151,4,A further 110 persons were hospitalized.,149,"['person', 'hospitalize']","['hospitalize', 'person']","[('110', 'CARDINAL')]",9f4f1c4d2a5312c3f230a5d9fed4d151_4
9f4f1c4d2a5312c3f230a5d9fed4d151,0,Spantax Flight 995 was a charter flight from Madrid-Barajas Airport to New York via Málaga Airport.,46,"['Spantax', 'Flight', 'chaer', 'flight', 'MadridBarajas', 'Airpo', 'New', 'York', 'Málaga', 'Airpo']","['MadridBarajas', 'Málaga', 'Flight', 'flight', 'chaer', 'Spantax', 'New', 'Airpo', 'York']","[('Spantax Flight 995', 'PERSON'), ('Madrid', 'GPE'), ('Barajas Airport', 'FAC'), ('New York', 'GPE'), ('Málaga Airport', 'FAC')]",9f4f1c4d2a5312c3f230a5d9fed4d151_0
9f4f1c4d2a5312c3f230a5d9fed4d151,11,Chicago DJ Steve Dahl played Maloney's tape on his 26 March 2010 podcast.,46,"['Chicago', 'DJ', 'Steve', 'Dahl', 'play', 'Maloneys', 'tape', 'March', 'podcast']","['Dahl', 'podcast', 'play', 'tape', 'Chicago', 'March', 'Maloneys', 'DJ', 'Steve']","[('Chicago', 'GPE'), ('Steve Dahl', 'PERSON'), ('Maloney', 'PERSON'), ('his 26 March 2010', 'DATE')]",9f4f1c4d2a5312c3f230a5d9fed4d151_11
e1e5e4b45db8110f6433166a5fea4d03,10,"This was immediately followed by an open-air reactor core fire that released considerable airborne radioactive contamination for about nine days that precipitated onto parts of the USSR and western Europe, before being finally contained on 4 May 1986.",80,"['immediately', 'follow', 'openair', 'reactor', 'core', 'fire', 'release', 'considerable', 'airborne', 'radioactive', 'contamination', 'nine', 'day', 'precipitate', 'onto', 'pas', 'USSR', 'western', 'Europe', 'finally', 'contain', 'May']","['contamination', 'precipitate', 'nine', 'follow', 'contain', 'pas', 'core', 'Europe', 'fire', 'reactor', 'western', 'considerable', 'day', 'immediately', 'openair', 'airborne', 'radioactive', 'onto', 'May', 'USSR', 'finally', 'release']","[('about nine days', 'DATE'), ('USSR', 'GPE'), ('Europe', 'LOC'), ('4 May 1986', 'DATE')]",e1e5e4b45db8110f6433166a5fea4d03_10
e1e5e4b45db8110f6433166a5fea4d03,11,The fire gradually released about the same amount of contamination as the initial explosion.,23,"['fire', 'gradually', 'release', 'amount', 'contamination', 'initial', 'explosion']","['gradually', 'explosion', 'contamination', 'fire', 'initial', 'amount', 'release']",[],e1e5e4b45db8110f6433166a5fea4d03_11
e1e5e4b45db8110f6433166a5fea4d03,16,4 required a protective enclosure.,9,"['require', 'protective', 'enclosure']","['require', 'enclosure', 'protective']","[('4', 'CARDINAL')]",e1e5e4b45db8110f6433166a5fea4d03_16
e1e5e4b45db8110f6433166a5fea4d03,19,"Due to the continued deterioration of the sarcophagus, both it and the No.",5,"['due', 'continue', 'deterioration', 'sarcophagus']","['continue', 'deterioration', 'due', 'sarcophagus']",[],e1e5e4b45db8110f6433166a5fea4d03_19
e1e5e4b45db8110f6433166a5fea4d03,21,Nuclear clean-up is scheduled for completion in 2065.,36,"['nuclear', 'cleanup', 'schedule', 'completion']","['completion', 'nuclear', 'schedule', 'cleanup']","[('2065', 'DATE')]",e1e5e4b45db8110f6433166a5fea4d03_21
e1e5e4b45db8110f6433166a5fea4d03,28,"Model predictions with the greatest confidence values of the eventual total death toll in the decades ahead from Chernobyl releases vary, from 4,000 fatalities when solely assessing the three most contaminated former Soviet states, to about 9,000 to 16,000 fatalities when assessing the total continent of Europe.",13,"['model', 'prediction', 'great', 'confidence', 'value', 'eventual', 'total', 'death', 'toll', 'decade', 'ahead', 'Chernobyl', 'release', 'vary', 'fatality', 'solely', 'assess', 'three', 'contaminate', 'former', 'soviet', 'state', 'fatality', 'assess', 'total', 'continent', 'Europe']","['prediction', 'death', 'three', 'confidence', 'ahead', 'Europe', 'great', 'value', 'state', 'vary', 'fatality', 'assess', 'former', 'toll', 'continent', 'eventual', 'Chernobyl', 'solely', 'contaminate', 'total', 'soviet', 'decade', 'model', 'release']","[('the decades ahead', 'DATE'), ('Chernobyl', 'GPE'), ('4,000', 'CARDINAL'), ('three', 'CARDINAL'), ('Soviet', 'NORP'), ('about 9,000 to 16,000', 'CARDINAL'), ('Europe', 'LOC')]",e1e5e4b45db8110f6433166a5fea4d03_28
e1e5e4b45db8110f6433166a5fea4d03,13,"About 49,000 people were evacuated from the area, primarily from Pripyat.",57,"['people', 'evacuate', 'area', 'primarily', 'Pripyat']","['people', 'primarily', 'evacuate', 'area', 'Pripyat']","[('About 49,000', 'CARDINAL')]",e1e5e4b45db8110f6433166a5fea4d03_13
e1e5e4b45db8110f6433166a5fea4d03,20,"4 reactor were further enclosed in 2017 by the Chernobyl New Safe Confinement, a larger enclosure that allows the removal of both the sarcophagus and the reactor debris, while containing the radioactive hazard.",9,"['reactor', 'enclose', 'Chernobyl', 'New', 'Safe', 'confinement', 'large', 'enclosure', 'allow', 'removal', 'sarcophagus', 'reactor', 'debris', 'contain', 'radioactive', 'hazard']","['removal', 'large', 'Safe', 'New', 'debris', 'allow', 'confinement', 'sarcophagus', 'reactor', 'radioactive', 'contain', 'Chernobyl', 'enclosure', 'enclose', 'hazard']","[('4', 'CARDINAL'), ('2017', 'DATE'), ('the Chernobyl New Safe Confinement', 'EVENT')]",e1e5e4b45db8110f6433166a5fea4d03_20
c826e171049a3a945d24eec966dac6a9,3,"One of the fatalities was noted international adventurer and filmmaker Martin Johnson, of Martin and Osa Johnson fame.",1,"['one', 'fatality', 'note', 'international', 'adventurer', 'filmmaker', 'Main', 'Johnson', 'Main', 'Osa', 'Johnson', 'fame']","['Main', 'one', 'fatality', 'international', 'Johnson', 'note', 'fame', 'filmmaker', 'adventurer', 'Osa']","[('One', 'CARDINAL'), ('Martin Johnson', 'PERSON'), ('Martin', 'PERSON'), ('Osa Johnson', 'PERSON')]",c826e171049a3a945d24eec966dac6a9_3
c826e171049a3a945d24eec966dac6a9,2,"Of the three crew and ten passengers on board, one crew member and four passengers perished.",13,"['three', 'crew', 'ten', 'passenger', 'board', 'one', 'crew', 'member', 'four', 'passenger', 'perish']","['perish', 'passenger', 'one', 'ten', 'crew', 'member', 'board', 'three', 'four']","[('three', 'CARDINAL'), ('ten', 'CARDINAL'), ('one', 'CARDINAL'), ('four', 'CARDINAL')]",c826e171049a3a945d24eec966dac6a9_2
c826e171049a3a945d24eec966dac6a9,15,"The accident was investigated by the Accident Board of the Bureau of Air Commerce, under the authority of the Department of Commerce.",108,"['accident', 'investigate', 'Accident', 'Board', 'Bureau', 'Air', 'Commerce', 'authority', 'Depament', 'Commerce']","['investigate', 'Commerce', 'Board', 'Depament', 'authority', 'Air', 'Accident', 'Bureau', 'accident']","[('the Accident Board of the Bureau of Air Commerce', 'ORG'), ('the Department of Commerce', 'ORG')]",c826e171049a3a945d24eec966dac6a9_15
c826e171049a3a945d24eec966dac6a9,1,"The twin engine Boeing 247D, registration NC13315, crashed shortly after 11:00 a.m. in adverse weather conditions.",3,"['twin', 'engine', 'Boeing', '247D', 'registration', 'NC13315', 'crash', 'sholy', 'adverse', 'weather', 'condition']","['247D', 'twin', 'adverse', 'NC13315', 'condition', 'weather', 'engine', 'sholy', 'registration', 'crash', 'Boeing']","[('Boeing 247D', 'ORG'), ('NC13315', 'PRODUCT'), ('11:00 a.m.', 'TIME')]",c826e171049a3a945d24eec966dac6a9_1
c826e171049a3a945d24eec966dac6a9,6,The airliner first struck the ground with the left wing tip.,23,"['airliner', 'first', 'strike', 'ground', 'left', 'wing', 'tip']","['first', 'tip', 'airliner', 'ground', 'strike', 'wing', 'left']","[('first', 'ORDINAL')]",c826e171049a3a945d24eec966dac6a9_6
c826e171049a3a945d24eec966dac6a9,12,"She later sued Western Air Express and United Airports Co of California for $502,539 but lost on appeal in 1941.",24,"['later', 'sue', 'Western', 'Air', 'Express', 'United', 'Airpos', 'Co', 'California', 'lose', 'appeal']","['Airpos', 'United', 'Co', 'sue', 'California', 'lose', 'Air', 'Western', 'appeal', 'later', 'Express']","[('Western Air Express', 'ORG'), ('United Airports Co', 'ORG'), ('California', 'GPE'), ('502,539', 'MONEY'), ('1941', 'DATE')]",c826e171049a3a945d24eec966dac6a9_12
51962f39236252b489e81fe21c82ccf3,15,"Reaction to the event prompted a statement from Ohio Governor, John Kasich.",5,"['reaction', 'event', 'prompt', 'statement', 'Ohio', 'Governor', 'John', 'Kasich']","['Kasich', 'statement', 'reaction', 'event', 'John', 'Governor', 'prompt', 'Ohio']","[('Ohio', 'GPE'), ('John Kasich', 'PERSON')]",51962f39236252b489e81fe21c82ccf3_15
51962f39236252b489e81fe21c82ccf3,18,President Barack Obama gave his condolences to the school principal in a telephone call following the incident.,68,"['President', 'Barack', 'Obama', 'give', 'condolence', 'school', 'principal', 'telephone', 'call', 'follow', 'incident']","['President', 'Obama', 'call', 'incident', 'condolence', 'give', 'telephone', 'Barack', 'follow', 'principal', 'school']","[('Barack Obama', 'PERSON')]",51962f39236252b489e81fe21c82ccf3_18
51962f39236252b489e81fe21c82ccf3,20,"In May 2012, a judge determined that Lane was competent to stand trial.",55,"['May', 'judge', 'determine', 'Lane', 'competent', 'stand', 'trial']","['May', 'Lane', 'competent', 'trial', 'stand', 'determine', 'judge']","[('May 2012', 'DATE'), ('Lane', 'ORG')]",51962f39236252b489e81fe21c82ccf3_20
51962f39236252b489e81fe21c82ccf3,23,"On September 11, 2014, Lane, along with two other inmates, escaped from Allen Correctional Institution in Lima, Ohio.",97,"['September', 'Lane', 'along', 'two', 'inmate', 'escape', 'Allen', 'Correctional', 'Institution', 'Lima', 'Ohio']","['two', 'Lane', 'Allen', 'along', 'Lima', 'Correctional', 'escape', 'Institution', 'September', 'Ohio', 'inmate']","[('September 11, 2014', 'DATE'), ('Lane', 'ORG'), ('two', 'CARDINAL'), ('Allen Correctional Institution', 'ORG'), ('Lima', 'GPE'), ('Ohio', 'GPE')]",51962f39236252b489e81fe21c82ccf3_23
51962f39236252b489e81fe21c82ccf3,13,"Lane was ultimately indicted on three counts of aggravated murder, two counts of aggravated attempted murder, and one count of felonious assault.",108,"['Lane', 'ultimately', 'indict', 'three', 'count', 'aggravated', 'murder', 'two', 'count', 'aggravate', 'attempt', 'murder', 'one', 'count', 'felonious', 'assault']","['murder', 'Lane', 'two', 'one', 'assault', 'ultimately', 'aggravated', 'three', 'felonious', 'count', 'attempt', 'indict', 'aggravate']","[('Lane', 'ORG'), ('three', 'CARDINAL'), ('two', 'CARDINAL'), ('one', 'CARDINAL')]",51962f39236252b489e81fe21c82ccf3_13
51962f39236252b489e81fe21c82ccf3,24,He was recaptured the following day.,21,"['recapture', 'follow', 'day']","['follow', 'recapture', 'day']","[('the following day', 'DATE')]",51962f39236252b489e81fe21c82ccf3_24
d2b256945da96b92915adec7b523f11a,25,"In 1816, several officers of the Imperial Russian Guard founded a society known as the Union of Salvation, or of the Faithful and True Sons of the Fatherland.",60,"['several', 'officer', 'Imperial', 'Russian', 'Guard', 'found', 'society', 'know', 'Union', 'Salvation', 'Faithful', 'True', 'Sons', 'Fatherland']","['Sons', 'Imperial', 'society', 'Union', 'Faithful', 'Fatherland', 'Salvation', 'found', 'Russian', 'True', 'know', 'several', 'Guard', 'officer']","[('1816', 'DATE'), ('Imperial Russian Guard', 'ORG'), ('the Union of Salvation', 'ORG')]",d2b256945da96b92915adec7b523f11a_25
